0.0;3.1965520000000005
0.001;3.191408
0.002;3.1871680000000002
0.003;3.183872
0.004;3.18156
0.005;3.1802720000000004
0.006;3.180048
0.007;3.180928
0.008;3.18296
0.009;3.186176
0.01;3.190624
0.011;3.1963360000000005
0.012;3.2033520000000006
0.013;3.2117040000000006
0.014;3.221432
0.015;3.232568
0.016;3.245144
0.017;3.2591920000000005
0.018;3.274744
0.019;3.291824
0.02;3.3104640000000005
0.021;3.3306880000000003
0.022;3.35252
0.023;3.375992
0.024;3.401112
0.025;3.427912
0.026;3.4564000000000004
0.027;3.486608
0.028;3.5185519999999997
0.029;3.55224
0.03;3.5876959999999998
0.031;3.624928
0.032;3.663952
0.033;3.704768
0.034;3.747392
0.035;3.7918320000000003
0.036;3.83808
0.037;3.8861440000000003
0.038;3.9360239999999997
0.039;3.9877040000000004
0.04;4.041176
0.041;4.096432
0.042;4.153448
0.043;4.2122
0.044;4.272664000000001
0.045;4.334808000000001
0.046;4.398592
0.047;4.463984
0.048;4.53092
0.049;4.59936
0.05;4.6692480000000005
0.051;4.74052
0.052;4.8131200000000005
0.053;4.886968
0.054;4.962
0.055;5.038144
0.056;5.1153200000000005
0.057;5.193448
0.058;5.272456
0.059;5.352256000000001
0.06;5.4327760000000005
0.061;5.513936000000001
0.062;5.595648000000001
0.063;5.677856
0.064;5.760472
0.065;5.843424000000001
0.066;5.926664000000001
0.067;6.010112
0.068;6.09372
0.069;6.177424
0.07;6.261184
0.071;6.344944000000001
0.072;6.42868
0.073;6.512336000000001
0.074;6.595896000000001
0.075;6.679312
0.076;6.762568000000001
0.077;6.84564
0.078;6.928496
0.079;7.01112
0.08;7.093496000000001
0.081;7.175584000000001
0.082;7.257368
0.083;7.3388160000000005
0.084;7.419912
0.085;7.5006
0.086;7.580864
0.087;7.66064
0.088;7.739896000000001
0.089;7.818568000000001
0.09;7.896592
0.091;7.973904000000001
0.092;8.050400000000002
0.093;8.12608
0.094;8.2008
0.095;8.27448
0.096;8.34704
0.097;8.41832
0.098;8.488240000000001
0.099;8.5568
0.1;8.62376
0.101;8.68904
0.102;8.75264
0.103;8.81432
0.104;8.87408
0.105;8.93176
0.106;8.98736
0.107;9.04072
0.108;9.091759999999999
0.109;9.14056
0.11;9.186960000000001
0.111;9.230960000000001
0.112;9.27256
0.113;9.31168
0.114;9.34848
0.115;9.382800000000001
0.116;9.4148
0.117;9.44448
0.118;9.47192
0.119;9.4972
0.12;9.52032
0.121;9.54152
0.122;9.560880000000001
0.123;9.5784
0.124;9.594320000000002
0.125;9.608640000000001
0.126;9.621680000000001
0.127;9.633360000000001
0.128;9.644
0.129;9.65352
0.13;9.66224
0.131;9.670160000000001
0.132;9.67744
0.133;9.68424
0.134;9.69048
0.135;9.696480000000001
0.136;9.702160000000001
0.137;9.7076
0.138;9.71288
0.139;9.718000000000002
0.14;9.723040000000001
0.141;9.728000000000002
0.142;9.73296
0.143;9.737760000000002
0.144;9.74248
0.145;9.74704
0.146;9.75144
0.147;9.75568
0.148;9.759680000000001
0.149;9.76336
0.15;9.76664
0.151;9.76952
0.152;9.772
0.153;9.77392
0.154;9.77528
0.155;9.776000000000002
0.156;9.77608
0.157;9.818511029048981
0.158;9.816161447073217
0.159;9.730233882386553
0.16;9.778275490553186
0.161;9.73941214793499
0.162;9.724713135390255
0.163;9.748987247733123
0.164;9.735878454628672
0.165;9.762143473047159
0.166;9.732422422119853
0.167;9.711515861690845
0.168;9.73123553040116
0.169;9.741944518737554
0.17;9.709504687627959
0.171;9.719871896347078
0.172;9.681444888551772
0.173;9.675102162290402
0.174;9.672611760475636
0.175;9.666874488098486
0.176;9.65260390425179
0.177;9.633656702860748
0.178;9.627493993154959
0.179;9.554988310764543
0.18;9.592091744385218
0.181;9.584368893983445
0.182;9.59062245452792
0.183;9.499422873946427
0.184;9.664684429602065
0.185;9.624852141294266
0.186;9.492901241258592
0.187;9.587865672360193
0.188;9.56687589181471
0.189;9.511660284472692
0.19;9.559506331652829
0.191;9.593934966939042
0.192;9.55413054515219
0.193;9.432339472339994
0.194;9.480308975316497
0.195;9.455344766961716
0.196;9.588323436958932
0.197;9.45806475179858
0.198;9.397534465197067
0.199;9.452024731338751
0.2;9.549898001829858
0.201;9.449961534480671
0.202;9.519105331823875
0.203;9.399626777847885
0.204;9.378330091470763
0.205;9.448775206173591
0.206;9.379144249168071
0.207;9.385472705549468
0.208;9.377232243168379
0.209;9.38566206427005
0.21;9.30125741819342
0.211;9.438271810108203
0.212;9.2619881930179
0.213;9.370670462816081
0.214;9.291695771492451
0.215;9.280288117719113
0.216;9.228790544310554
0.217;9.233656369692499
0.218;9.278147780331603
0.219;9.09303405207238
0.22;9.15927165491539
0.221;9.246911140825583
0.222;9.062674951709935
0.223;9.086473119943847
0.224;9.080309639962355
0.225;9.10129753498272
0.226;9.046217123283169
0.227;8.970133357331754
0.228;9.05431975841239
0.229;8.96557940188425
0.23;8.90012594428018
0.231;8.90952056109731
0.232;8.863269082400112
0.233;8.864179666890626
0.234;8.894863965109733
0.235;8.869183259767048
0.236;8.86161703209499
0.237;8.880318657055952
0.238;8.81009808359485
0.239;8.799740461133387
0.24;8.755076270024329
0.241;8.72511113633065
0.242;8.674395773705875
0.243;8.643935334026335
0.244;8.657463901055046
0.245;8.724377982093321
0.246;8.633635830024101
0.247;8.56968205300552
0.248;8.53394871318654
0.249;8.499711361212306
0.25;8.501935737684924
0.251;8.416490765345925
0.252;8.40425066409386
0.253;8.41610819086578
0.254;8.400006292595412
0.255;8.405166267885981
